ID da viagem,Data,Hora,Linha de ônibus,Número de passageiros,Tipo de veículo,Localização de partida,Localização de chegada,Tempo de viagem,Custo da viagem
593,2023-11-27,09:53,Linha 202,60,Ônibus convencional,Zona Norte,Centro,64,8.3
594,2023-01-27,14:54,Linha 101,10,Micro-ônibus,Zona Sul,Zona Norte,36,7.3
595,2023-05-03,04:49,Linha 505,82,Articulado,Zona Oeste,Zona Sul,88,10.9
596,2023-02-14,23:11,Linha 404,38,Ônibus convencional,Zona Leste,Centro,27,7.05
597,2023-07-03,03:24,Linha 505,26,Micro-ônibus,Zona Oeste,Zona Sul,55,8.55
598,2023-08-01,10:09,Linha 404,23,Ônibus convencional,Zona Sul,Zona Leste,54,8.7
599,2023-01-29,18:45,Linha 404,254,Articulado,Zona Leste,Centro,22,6.6
600,2023-07-24,02:49,Linha 303,144,Articulado,Zona Norte,Zona Oeste,64,8.9
601,2023-03-11,03:21,Linha 303,117,Articulado,Zona Oeste,Centro,31,7.05
602,2023-03-13,10:07,Linha 505,51,Ônibus convencional,Centro,Zona Oeste,40,7.0
603,2023-10-28,03:45,Linha 303,17,Micro-ônibus,Zona Oeste,Centro,59,8.95
604,2023-08-02,18:33,Linha 101,192,Articulado,Zona Sul,Zona Norte,57,8.35
605,2023-02-07,23:06,Linha 404,38,Elétrico,Zona Sul,Zona Leste,38,7.9
606,2023-08-18,00:46,Linha 202,61,Ônibus convencional,Centro,Zona Leste,77,8.55
607,2023-06-06,00:38,Linha 101,28,Elétrico,Centro,Zona Sul,82,8.6
608,2023-11-25,16:57,Linha 101,49,Ônibus convencional,Centro,Zona Sul,76,8.3
609,2023-03-19,06:36,Linha 303,25,Elétrico,Zona Norte,Zona Oeste,55,8.45
610,2023-04-12,11:28,Linha 202,8,Micro-ônibus,Centro,Zona Leste,82,8.8
611,2023-06-22,22:27,Linha 505,30,Micro-ônibus,Centro,Zona Oeste,33,6.65
612,2023-09-25,20:51,Linha 202,67,Ônibus convencional,Centro,Zona Leste,88,9.1
613,2023-06-21,20:53,Linha 202,25,Elétrico,Centro,Zona Leste,53,7.35
614,2023-10-12,20:38,Linha 202,48,Elétrico,Zona Norte,Centro,25,5.85
615,2023-03-06,10:09,Linha 101,12,Micro-ônibus,Zona Sul,Zona Norte,34,7.2
616,2023-11-29,07:32,Linha 303,40,Ônibus convencional,Zona Oeste,Centro,90,10.8
617,2023-03-28,12:16,Linha 505,133,Articulado,Centro,Zona Oeste,42,7.1
618,2023-04-07,14:37,Linha 202,48,Elétrico,Zona Norte,Centro,78,9.4
619,2023-09-14,10:22,Linha 202,109,Articulado,Centro,Zona Leste,56,7.5
620,2023-09-18,10:28,Linha 101,100,Articulado,Centro,Zona Sul,76,8.3
621,2023-05-13,21:05,Linha 404,85,Articulado,Zona Sul,Zona Leste,83,10.15
622,2023-02-13,06:42,Linha 101,35,Ônibus convencional,Centro,Zona Sul,29,5.95
623,2023-10-20,02:24,Linha 303,25,Micro-ônibus,Zona Oeste,Centro,80,10.2
624,2023-09-12,04:04,Linha 505,49,Elétrico,Zona Oeste,Zona Sul,77,8.35
625,2023-05-08,13:34,Linha 101,6,Micro-ônibus,Centro,Zona Sul,24,5.7
626,2023-03-10,07:57,Linha 202,134,Ônibus convencional,Centro,Zona Leste,60,7.7
627,2023-11-25,02:58,Linha 505,86,Articulado,Centro,Zona Oeste,47,7.35
628,2023-10-04,19:06,Linha 101,100,Articulado,Zona Sul,Zona Norte,53,8.15
629,2023-12-21,06:11,Linha 202,123,Articulado,Zona Norte,Centro,42,6.6
630,2023-02-19,21:01,Linha 101,149,Articulado,Zona Sul,Zona Norte,66,8.8
631,2023-11-15,01:07,Linha 303,140,Articulado,Zona Oeste,Centro,16,6.6
632,2023-08-01,14:05,Linha 404,66,Ônibus convencional,Zona Sul,Zona Leste,18,6.9
633,2023-04-20,10:14,Linha 404,70,Ônibus convencional,Zona Sul,Zona Leste,73,9.65
634,2023-04-19,18:07,Linha 404,118,Ônibus convencional,Zona Sul,Zona Leste,48,8.4
635,2023-09-30,21:08,Linha 202,14,Micro-ônibus,Zona Norte,Centro,79,10.05
636,2023-05-17,11:35,Linha 404,18,Micro-ônibus,Zona Sul,Zona Leste,37,7.85
637,2023-06-16,03:55,Linha 505,5,Micro-ônibus,Zona Oeste,Zona Sul,15,7.05
638,2023-11-01,05:09,Linha 101,65,Ônibus convencional,Centro,Zona Sul,37,6.35
639,2023-05-03,07:09,Linha 303,106,Ônibus convencional,Zona Oeste,Centro,81,9.15
640,2023-08-03,08:29,Linha 303,80,Elétrico,Zona Norte,Zona Oeste,67,9.05
641,2023-04-27,21:04,Linha 202,7,Micro-ônibus,Zona Norte,Centro,72,8.3
642,2023-09-01,03:14,Linha 101,73,Articulado,Zona Sul,Zona Norte,78,9.4
643,2023-06-02,13:03,Linha 303,19,Elétrico,Zona Norte,Zona Oeste,66,9.0
644,2023-02-23,11:42,Linha 101,67,Ônibus convencional,Zona Sul,Zona Norte,56,8.3
645,2023-11-01,00:49,Linha 202,59,Articulado,Zona Norte,Centro,32,7.3
646,2023-05-08,07:40,Linha 404,46,Elétrico,Zona Leste,Centro,34,6.0
647,2023-03-19,06:41,Linha 101,27,Elétrico,Zona Sul,Zona Norte,73,9.15
648,2023-10-25,01:47,Linha 404,31,Ônibus convencional,Zona Leste,Centro,58,8.3
649,2023-02-04,11:34,Linha 505,28,Elétrico,Zona Oeste,Zona Sul,89,9.25
650,2023-12-10,10:20,Linha 101,22,Micro-ônibus,Zona Sul,Zona Norte,50,8.0
651,2023-05-11,11:26,Linha 303,46,Elétrico,Zona Norte,Zona Oeste,40,7.7
652,2023-04-17,06:54,Linha 202,27,Micro-ônibus,Zona Norte,Centro,48,7.5
653,2023-02-24,07:03,Linha 202,120,Articulado,Centro,Zona Leste,38,6.6
654,2023-09-08,10:17,Linha 202,8,Micro-ônibus,Centro,Zona Leste,80,8.7
655,2023-01-27,14:30,Linha 303,58,Ônibus convencional,Zona Norte,Zona Oeste,50,8.2
656,2023-01-02,10:12,Linha 505,11,Micro-ônibus,Zona Oeste,Zona Sul,15,5.25
657,2023-10-11,07:08,Linha 101,88,Ônibus convencional,Zona Sul,Zona Norte,87,9.85
658,2023-01-07,17:40,Linha 505,186,Articulado,Centro,Zona Oeste,24,6.2
659,2023-02-19,09:31,Linha 202,35,Ônibus convencional,Centro,Zona Leste,38,6.6
660,2023-02-28,10:24,Linha 303,45,Ônibus convencional,Zona Norte,Zona Oeste,80,9.7
661,2023-09-07,17:45,Linha 404,38,Micro-ônibus,Zona Sul,Zona Leste,54,8.7
662,2023-01-11,19:53,Linha 404,64,Ônibus convencional,Zona Leste,Centro,59,9.05
663,2023-09-21,18:43,Linha 303,74,Elétrico,Zona Oeste,Centro,88,9.3
664,2023-03-16,05:28,Linha 505,6,Micro-ônibus,Zona Oeste,Zona Sul,17,6.85
665,2023-12-23,19:37,Linha 303,26,Micro-ônibus,Zona Oeste,Centro,63,7.25
666,2023-06-25,15:36,Linha 303,50,Elétrico,Zona Norte,Zona Oeste,49,8.15
667,2023-11-19,17:33,Linha 101,126,Ônibus convencional,Zona Sul,Zona Norte,58,8.4
668,2023-10-20,05:52,Linha 303,8,Micro-ônibus,Zona Oeste,Centro,18,7.3
669,2023-05-07,07:45,Linha 404,18,Micro-ônibus,Zona Sul,Zona Leste,80,10.0
670,2023-12-08,03:29,Linha 202,36,Elétrico,Zona Norte,Centro,90,9.5
671,2023-03-22,13:40,Linha 404,101,Articulado,Zona Leste,Centro,56,6.9
672,2023-04-18,06:43,Linha 505,33,Ônibus convencional,Zona Oeste,Zona Sul,36,8.1
673,2023-06-11,04:01,Linha 404,22,Ônibus convencional,Zona Sul,Zona Leste,77,9.85
674,2023-04-09,20:35,Linha 303,20,Ônibus convencional,Zona Norte,Zona Oeste,30,7.2
675,2023-02-01,06:16,Linha 505,123,Articulado,Zona Oeste,Zona Sul,37,7.75
676,2023-03-30,09:38,Linha 101,38,Ônibus convencional,Centro,Zona Sul,14,5.2
677,2023-01-06,15:36,Linha 202,19,Micro-ônibus,Zona Norte,Centro,49,7.05
678,2023-10-27,15:33,Linha 303,19,Elétrico,Zona Norte,Zona Oeste,54,8.4
679,2023-09-06,13:37,Linha 101,66,Ônibus convencional,Zona Sul,Zona Norte,19,6.45
680,2023-03-12,07:14,Linha 505,90,Ônibus convencional,Centro,Zona Oeste,87,9.35
681,2023-07-02,10:27,Linha 101,19,Elétrico,Zona Sul,Zona Norte,35,7.25
682,2023-09-24,16:07,Linha 202,16,Micro-ônibus,Centro,Zona Leste,88,9.1
683,2023-06-06,07:41,Linha 505,42,Ônibus convencional,Zona Oeste,Zona Sul,37,7.45
684,2023-06-16,15:53,Linha 404,45,Ônibus convencional,Zona Sul,Zona Leste,51,8.55
685,2023-10-19,23:55,Linha 404,26,Micro-ônibus,Zona Sul,Zona Leste,37,7.85
686,2023-10-30,12:37,Linha 202,49,Ônibus convencional,Centro,Zona Leste,89,9.15
687,2023-02-21,03:14,Linha 303,31,Ônibus convencional,Zona Norte,Zona Oeste,58,8.6
688,2023-12-27,01:58,Linha 404,51,Articulado,Zona Leste,Centro,81,10.35
689,2023-01-24,00:50,Linha 404,28,Ônibus convencional,Zona Sul,Zona Leste,43,8.15
690,2023-11-24,01:11,Linha 303,50,Ônibus convencional,Zona Oeste,Centro,59,9.25
691,2023-01-26,09:13,Linha 404,135,Articulado,Zona Sul,Zona Leste,89,10.45
692,2023-02-13,09:47,Linha 505,20,Elétrico,Centro,Zona Oeste,20,6.0
693,2023-01-05,00:19,Linha 202,23,Ônibus convencional,Centro,Zona Leste,64,7.9
694,2023-07-01,22:15,Linha 505,143,Articulado,Zona Oeste,Zona Sul,86,10.5
695,2023-11-05,21:04,Linha 404,41,Elétrico,Zona Sul,Zona Leste,17,6.85
696,2023-01-05,14:47,Linha 303,35,Elétrico,Zona Norte,Zona Oeste,29,7.15
697,2023-01-02,06:55,Linha 202,91,Articulado,Centro,Zona Leste,11,5.25
698,2023-03-13,05:18,Linha 404,13,Micro-ônibus,Zona Leste,Centro,49,7.55
699,2023-02-01,02:40,Linha 303,55,Ônibus convencional,Zona Norte,Zona Oeste,79,9.65
700,2023-07-05,08:12,Linha 101,32,Micro-ônibus,Zona Sul,Zona Norte,64,8.7
701,2023-10-15,09:39,Linha 404,54,Ônibus convencional,Zona Leste,Centro,83,10.55
702,2023-09-21,23:21,Linha 101,21,Elétrico,Zona Sul,Zona Norte,31,7.05
703,2023-01-29,11:46,Linha 505,46,Elétrico,Centro,Zona Oeste,43,7.15
704,2023-06-03,10:39,Linha 101,28,Micro-ônibus,Zona Sul,Zona Norte,53,8.15
705,2023-05-06,23:13,Linha 404,29,Micro-ônibus,Zona Leste,Centro,46,8.4
706,2023-05-24,08:53,Linha 303,90,Ônibus convencional,Zona Norte,Zona Oeste,54,8.4
707,2023-03-10,18:20,Linha 303,48,Elétrico,Zona Norte,Zona Oeste,50,8.2
708,2023-04-23,15:35,Linha 202,30,Micro-ônibus,Zona Norte,Centro,25,6.35
709,2023-04-27,00:25,Linha 202,12,Micro-ônibus,Centro,Zona Leste,36,6.5
710,2023-09-11,21:26,Linha 505,68,Ônibus convencional,Centro,Zona Oeste,27,6.35
711,2023-10-03,11:50,Linha 202,22,Micro-ônibus,Centro,Zona Leste,90,9.2
712,2023-03-26,10:57,Linha 202,40,Ônibus convencional,Centro,Zona Leste,48,7.1
713,2023-05-14,00:13,Linha 101,19,Micro-ônibus,Zona Sul,Zona Norte,55,8.25
714,2023-02-11,00:59,Linha 101,135,Articulado,Centro,Zona Sul,53,7.15
715,2023-03-05,08:29,Linha 404,42,Elétrico,Zona Sul,Zona Leste,65,9.25
716,2023-12-21,02:27,Linha 404,44,Ônibus convencional,Zona Leste,Centro,16,5.3
717,2023-02-24,07:45,Linha 303,100,Ônibus convencional,Zona Norte,Zona Oeste,32,7.3
718,2023-02-06,18:21,Linha 505,84,Ônibus convencional,Zona Oeste,Zona Sul,76,8.6
719,2023-10-29,21:50,Linha 101,17,Elétrico,Zona Sul,Zona Norte,76,9.3
720,2023-03-21,00:37,Linha 101,66,Ônibus convencional,Zona Sul,Zona Norte,11,6.05
721,2023-11-19,09:36,Linha 404,23,Micro-ônibus,Zona Leste,Centro,61,8.55
722,2023-09-05,12:54,Linha 303,67,Ônibus convencional,Zona Oeste,Centro,14,6.4
723,2023-12-17,00:03,Linha 404,16,Micro-ônibus,Zona Sul,Zona Leste,63,9.15
724,2023-05-31,16:34,Linha 202,10,Micro-ônibus,Centro,Zona Leste,62,7.8
725,2023-02-18,20:20,Linha 303,8,Micro-ônibus,Zona Norte,Zona Oeste,47,8.05
726,2023-01-21,00:17,Linha 404,63,Ônibus convencional,Zona Sul,Zona Leste,23,7.15
727,2023-02-22,09:04,Linha 303,15,Elétrico,Zona Oeste,Centro,88,8.5
728,2023-04-03,12:06,Linha 202,50,Ônibus convencional,Zona Norte,Centro,45,8.45
729,2023-02-27,04:32,Linha 202,43,Elétrico,Centro,Zona Leste,14,5.4
730,2023-10-11,02:40,Linha 202,102,Articulado,Centro,Zona Leste,43,6.85
731,2023-07-08,02:31,Linha 101,63,Ônibus convencional,Centro,Zona Sul,47,6.85
732,2023-12-01,12:42,Linha 101,9,Micro-ônibus,Zona Sul,Zona Norte,11,6.05
733,2023-08-22,12:35,Linha 303,38,Elétrico,Zona Norte,Zona Oeste,43,7.85
734,2023-04-27,18:05,Linha 202,16,Micro-ônibus,Centro,Zona Leste,30,6.2
735,2023-04-09,18:00,Linha 303,50,Elétrico,Zona Norte,Zona Oeste,83,9.85
736,2023-09-03,04:56,Linha 101,14,Micro-ônibus,Zona Sul,Zona Norte,34,7.2
737,2023-06-01,05:53,Linha 303,47,Ônibus convencional,Zona Norte,Zona Oeste,23,6.85
738,2023-01-21,16:30,Linha 101,66,Ônibus convencional,Centro,Zona Sul,43,6.65
739,2023-12-15,01:00,Linha 303,30,Ônibus convencional,Zona Oeste,Centro,85,10.05
740,2023-10-12,16:56,Linha 404,20,Ônibus convencional,Zona Sul,Zona Leste,28,7.4
741,2023-10-14,08:11,Linha 404,172,Articulado,Zona Sul,Zona Leste,89,10.45
742,2023-10-30,10:48,Linha 202,11,Micro-ônibus,Centro,Zona Leste,13,5.35
743,2023-04-04,08:16,Linha 101,110,Ônibus convencional,Zona Sul,Zona Norte,87,9.85
744,2023-09-13,06:07,Linha 101,27,Elétrico,Zona Sul,Zona Norte,54,8.2
745,2023-02-13,06:46,Linha 303,14,Micro-ônibus,Zona Norte,Zona Oeste,66,9.0
746,2023-01-04,09:51,Linha 303,141,Articulado,Zona Norte,Zona Oeste,53,8.35
747,2023-08-09,22:35,Linha 202,16,Micro-ônibus,Centro,Zona Leste,17,5.55
748,2023-07-30,11:46,Linha 303,10,Micro-ônibus,Zona Norte,Zona Oeste,35,7.45
749,2023-12-02,22:13,Linha 202,21,Elétrico,Zona Norte,Centro,69,9.75
750,2023-11-15,05:25,Linha 303,62,Articulado,Zona Oeste,Centro,16,6.3
751,2023-01-17,07:49,Linha 505,110,Ônibus convencional,Centro,Zona Oeste,39,6.95
752,2023-06-03,14:11,Linha 202,133,Articulado,Centro,Zona Leste,23,5.85
753,2023-04-28,12:09,Linha 202,143,Articulado,Centro,Zona Leste,26,6.0
754,2023-03-09,23:58,Linha 202,47,Elétrico,Centro,Zona Leste,39,6.65
755,2023-06-02,19:43,Linha 101,19,Micro-ônibus,Centro,Zona Sul,53,7.15
756,2023-06-15,10:09,Linha 505,42,Elétrico,Centro,Zona Oeste,68,8.4
757,2023-05-01,17:55,Linha 101,158,Articulado,Zona Sul,Zona Norte,90,10.0
758,2023-02-18,06:01,Linha 404,15,Micro-ônibus,Zona Leste,Centro,42,7.9
759,2023-04-06,23:04,Linha 303,42,Ônibus convencional,Zona Norte,Zona Oeste,38,7.6
760,2023-11-23,22:43,Linha 202,21,Micro-ônibus,Centro,Zona Leste,56,7.5
761,2023-10-12,01:56,Linha 404,43,Ônibus convencional,Zona Sul,Zona Leste,81,10.05
762,2023-03-16,17:58,Linha 101,78,Elétrico,Centro,Zona Sul,90,9.0
763,2023-09-10,16:53,Linha 202,17,Micro-ônibus,Zona Norte,Centro,79,8.65
764,2023-10-01,03:18,Linha 505,27,Ônibus convencional,Zona Oeste,Zona Sul,85,8.65
765,2023-02-22,17:43,Linha 101,32,Elétrico,Zona Sul,Zona Norte,56,8.3
766,2023-02-10,09:57,Linha 202,20,Ônibus convencional,Centro,Zona Leste,83,8.85
767,2023-02-18,09:13,Linha 505,27,Ônibus convencional,Zona Oeste,Zona Sul,35,7.55
768,2023-09-03,03:16,Linha 505,20,Elétrico,Centro,Zona Oeste,10,5.5
769,2023-04-11,08:47,Linha 101,30,Micro-ônibus,Zona Sul,Zona Norte,88,9.9
770,2023-12-11,16:56,Linha 202,101,Articulado,Centro,Zona Leste,57,7.55
771,2023-12-20,21:08,Linha 303,78,Articulado,Zona Oeste,Centro,40,8.0
772,2023-02-01,13:46,Linha 404,119,Articulado,Zona Leste,Centro,37,8.35
773,2023-08-07,03:44,Linha 101,44,Elétrico,Zona Sul,Zona Norte,39,7.45
774,2023-07-13,10:26,Linha 404,26,Elétrico,Zona Leste,Centro,78,9.6
775,2023-10-03,05:18,Linha 303,28,Micro-ônibus,Zona Norte,Zona Oeste,77,9.55
776,2023-05-04,11:35,Linha 202,23,Micro-ônibus,Centro,Zona Leste,86,9.0
777,2023-07-31,15:45,Linha 202,85,Articulado,Zona Norte,Centro,14,4.7
778,2023-08-02,01:43,Linha 202,20,Elétrico,Centro,Zona Leste,20,5.7
779,2023-06-27,01:19,Linha 303,27,Micro-ônibus,Zona Norte,Zona Oeste,36,7.5
780,2023-02-18,15:42,Linha 303,56,Ônibus convencional,Zona Norte,Zona Oeste,52,8.3
781,2023-12-07,20:05,Linha 101,28,Ônibus convencional,Zona Sul,Zona Norte,33,7.15
782,2023-03-12,09:21,Linha 101,10,Micro-ônibus,Zona Sul,Zona Norte,41,7.55
783,2023-06-08,23:44,Linha 202,48,Elétrico,Zona Norte,Centro,29,5.95
784,2023-12-27,02:04,Linha 505,52,Ônibus convencional,Zona Oeste,Zona Sul,54,8.9
785,2023-04-09,07:34,Linha 101,132,Articulado,Zona Sul,Zona Norte,59,8.45
786,2023-01-27,14:32,Linha 202,48,Elétrico,Centro,Zona Leste,22,5.8
787,2023-06-19,08:52,Linha 404,52,Micro-ônibus,Zona Sul,Zona Leste,65,9.25
788,2023-03-22,17:18,Linha 202,288,Articulado,Zona Norte,Centro,21,6.95
789,2023-11-21,18:26,Linha 303,92,Elétrico,Zona Norte,Zona Oeste,52,8.3
790,2023-03-27,11:21,Linha 202,62,Ônibus convencional,Centro,Zona Leste,82,8.8
791,2023-11-02,12:57,Linha 303,31,Elétrico,Zona Oeste,Centro,55,8.25
792,2023-10-16,06:47,Linha 505,139,Articulado,Zona Oeste,Zona Sul,77,8.55
793,2023-03-06,22:47,Linha 404,25,Elétrico,Zona Leste,Centro,31,5.55
794,2023-11-10,13:50,Linha 101,13,Micro-ônibus,Centro,Zona Sul,30,6.0
795,2023-12-05,03:11,Linha 101,25,Elétrico,Centro,Zona Sul,37,6.35
796,2023-12-18,15:52,Linha 101,89,Articulado,Zona Sul,Zona Norte,80,9.5
797,2023-08-20,00:31,Linha 303,95,Articulado,Zona Norte,Zona Oeste,36,7.5
798,2023-01-24,22:18,Linha 303,13,Micro-ônibus,Zona Norte,Zona Oeste,51,8.25
799,2023-08-03,03:22,Linha 101,26,Micro-ônibus,Centro,Zona Sul,58,7.4
800,2023-07-13,02:44,Linha 101,16,Micro-ônibus,Zona Sul,Zona Norte,80,9.5
801,2023-08-14,02:09,Linha 505,43,Ônibus convencional,Centro,Zona Oeste,20,6.0
802,2023-09-22,21:12,Linha 303,47,Elétrico,Zona Norte,Zona Oeste,29,7.15
803,2023-12-26,16:32,Linha 303,24,Elétrico,Zona Norte,Zona Oeste,15,6.45
804,2023-12-15,02:47,Linha 101,29,Micro-ônibus,Zona Sul,Zona Norte,40,7.5
805,2023-10-17,07:15,Linha 101,50,Micro-ônibus,Zona Sul,Zona Norte,19,6.45
806,2023-11-20,22:05,Linha 101,56,Articulado,Centro,Zona Sul,77,8.35
807,2023-01-21,22:32,Linha 505,21,Micro-ônibus,Centro,Zona Oeste,27,6.35
808,2023-03-23,02:13,Linha 303,31,Elétrico,Zona Oeste,Centro,78,9.5
809,2023-11-18,19:59,Linha 303,93,Articulado,Zona Oeste,Centro,57,9.25
810,2023-09-23,01:45,Linha 505,10,Micro-ônibus,Zona Oeste,Zona Sul,29,6.25
811,2023-04-15,16:19,Linha 101,32,Ônibus convencional,Zona Sul,Zona Norte,35,7.25
812,2023-03-15,06:29,Linha 505,18,Elétrico,Centro,Zona Oeste,30,6.5
813,2023-04-16,06:56,Linha 202,6,Micro-ônibus,Centro,Zona Leste,23,5.85
814,2023-03-16,16:01,Linha 404,38,Ônibus convencional,Zona Sul,Zona Leste,49,8.45
815,2023-03-07,07:20,Linha 101,24,Micro-ônibus,Zona Sul,Zona Norte,54,8.2
816,2023-04-14,07:12,Linha 404,276,Articulado,Zona Leste,Centro,82,9.2
817,2023-06-15,13:15,Linha 101,33,Elétrico,Zona Sul,Zona Norte,33,7.15
818,2023-07-25,05:27,Linha 505,95,Articulado,Centro,Zona Oeste,26,6.3
819,2023-09-13,01:34,Linha 505,46,Elétrico,Zona Oeste,Zona Sul,77,8.75
820,2023-01-12,05:52,Linha 404,13,Micro-ônibus,Zona Sul,Zona Leste,87,10.35
821,2023-03-05,01:05,Linha 505,24,Ônibus convencional,Centro,Zona Oeste,77,8.85
822,2023-01-18,01:35,Linha 303,29,Micro-ônibus,Zona Norte,Zona Oeste,83,9.85
823,2023-01-23,02:57,Linha 303,6,Micro-ônibus,Zona Oeste,Centro,88,10.0
824,2023-03-17,06:14,Linha 505,50,Elétrico,Zona Oeste,Zona Sul,62,7.2
825,2023-03-10,23:04,Linha 404,139,Articulado,Zona Sul,Zona Leste,37,7.85
826,2023-07-04,18:54,Linha 202,38,Micro-ônibus,Centro,Zona Leste,27,6.05
827,2023-03-25,05:41,Linha 404,63,Ônibus convencional,Zona Leste,Centro,18,6.2
828,2023-03-01,20:47,Linha 202,24,Elétrico,Zona Norte,Centro,80,9.2
829,2023-08-19,23:32,Linha 505,44,Ônibus convencional,Zona Oeste,Zona Sul,11,4.75
830,2023-05-27,02:22,Linha 202,44,Ônibus convencional,Centro,Zona Leste,32,6.3
831,2023-04-02,10:38,Linha 202,24,Micro-ônibus,Zona Norte,Centro,45,8.45
832,2023-05-18,23:41,Linha 101,59,Ônibus convencional,Zona Sul,Zona Norte,51,8.05
833,2023-04-09,10:47,Linha 202,79,Articulado,Centro,Zona Leste,53,7.35
834,2023-02-19,00:43,Linha 303,22,Ônibus convencional,Zona Oeste,Centro,56,8.0
835,2023-10-25,08:54,Linha 101,50,Ônibus convencional,Centro,Zona Sul,17,5.35
836,2023-02-02,22:40,Linha 101,11,Micro-ônibus,Centro,Zona Sul,45,6.75
837,2023-07-29,21:44,Linha 505,11,Micro-ônibus,Centro,Zona Oeste,90,9.5
838,2023-09-22,06:12,Linha 404,143,Articulado,Zona Leste,Centro,22,6.7
839,2023-10-24,13:47,Linha 101,35,Elétrico,Zona Sul,Zona Norte,13,6.15
840,2023-10-03,09:56,Linha 303,70,Ônibus convencional,Zona Norte,Zona Oeste,46,8.0
841,2023-05-05,14:47,Linha 505,11,Micro-ônibus,Centro,Zona Oeste,49,7.45
842,2023-05-27,20:07,Linha 202,53,Ônibus convencional,Zona Norte,Centro,28,7.8
843,2023-12-13,00:57,Linha 505,15,Elétrico,Zona Oeste,Zona Sul,41,7.35
844,2023-12-25,11:24,Linha 202,17,Elétrico,Centro,Zona Leste,78,8.6
845,2023-05-29,07:44,Linha 303,52,Elétrico,Zona Oeste,Centro,42,7.2
846,2023-06-06,06:01,Linha 404,24,Elétrico,Zona Sul,Zona Leste,13,6.65
847,2023-10-12,09:41,Linha 505,131,Articulado,Zona Oeste,Zona Sul,22,6.5
848,2023-01-17,17:40,Linha 404,124,Articulado,Zona Leste,Centro,43,7.45
849,2023-10-04,12:40,Linha 303,25,Micro-ônibus,Zona Norte,Zona Oeste,25,6.95
850,2023-11-23,14:21,Linha 404,19,Elétrico,Zona Sul,Zona Leste,63,9.15
851,2023-05-19,18:09,Linha 505,92,Elétrico,Zona Oeste,Zona Sul,77,8.95
852,2023-08-20,07:51,Linha 404,16,Micro-ônibus,Zona Leste,Centro,29,5.75
853,2023-01-16,22:45,Linha 101,62,Articulado,Centro,Zona Sul,46,6.8
854,2023-06-24,19:19,Linha 303,68,Articulado,Zona Oeste,Centro,51,6.65
855,2023-07-04,16:18,Linha 202,18,Elétrico,Centro,Zona Leste,31,6.25
856,2023-07-26,20:48,Linha 303,43,Elétrico,Zona Norte,Zona Oeste,35,7.45
857,2023-08-13,02:48,Linha 303,24,Elétrico,Zona Oeste,Centro,74,9.2
858,2023-01-22,19:08,Linha 404,68,Ônibus convencional,Zona Leste,Centro,51,6.95
859,2023-05-12,13:55,Linha 101,50,Elétrico,Zona Sul,Zona Norte,16,6.3
860,2023-02-22,12:17,Linha 404,63,Ônibus convencional,Zona Sul,Zona Leste,20,7.0
861,2023-03-11,14:26,Linha 202,21,Micro-ônibus,Zona Norte,Centro,66,8.9
862,2023-03-03,14:55,Linha 404,29,Elétrico,Zona Sul,Zona Leste,50,8.5
863,2023-04-12,04:11,Linha 101,40,Ônibus convencional,Centro,Zona Sul,45,6.75
864,2023-10-09,08:12,Linha 505,44,Elétrico,Centro,Zona Oeste,24,6.2
865,2023-12-07,21:07,Linha 202,65,Ônibus convencional,Zona Norte,Centro,44,8.5
866,2023-04-26,17:16,Linha 404,70,Elétrico,Zona Leste,Centro,64,7.9
867,2023-06-26,23:24,Linha 404,58,Articulado,Zona Leste,Centro,81,8.05
868,2023-02-24,20:57,Linha 505,123,Articulado,Centro,Zona Oeste,81,9.05
869,2023-09-07,17:14,Linha 202,182,Articulado,Centro,Zona Leste,11,5.25
870,2023-03-12,10:44,Linha 303,19,Micro-ônibus,Zona Norte,Zona Oeste,62,8.8
871,2023-04-30,21:13,Linha 303,72,Articulado,Zona Norte,Zona Oeste,57,8.55
872,2023-04-23,18:07,Linha 404,296,Articulado,Zona Leste,Centro,27,7.65
873,2023-11-04,20:08,Linha 404,139,Articulado,Zona Sul,Zona Leste,59,8.95
874,2023-04-18,01:09,Linha 404,31,Ônibus convencional,Zona Leste,Centro,64,8.6
875,2023-01-03,05:08,Linha 404,34,Elétrico,Zona Sul,Zona Leste,83,10.15
876,2023-05-19,17:39,Linha 101,98,Elétrico,Centro,Zona Sul,39,6.45
877,2023-11-07,02:34,Linha 404,132,Articulado,Zona Leste,Centro,58,8.4
878,2023-03-02,15:01,Linha 202,19,Micro-ônibus,Centro,Zona Leste,42,6.8
879,2023-11-22,02:40,Linha 202,90,Articulado,Centro,Zona Leste,35,6.45
880,2023-11-11,13:14,Linha 101,59,Ônibus convencional,Zona Sul,Zona Norte,22,6.6
881,2023-08-22,02:17,Linha 303,22,Micro-ônibus,Zona Oeste,Centro,44,7.1
882,2023-04-07,23:15,Linha 303,27,Micro-ônibus,Zona Norte,Zona Oeste,54,8.4
883,2023-10-11,13:56,Linha 101,50,Ônibus convencional,Zona Sul,Zona Norte,54,8.2
884,2023-11-25,07:03,Linha 101,80,Elétrico,Zona Sul,Zona Norte,49,7.95
885,2023-09-17,03:38,Linha 202,50,Articulado,Centro,Zona Leste,25,5.95
886,2023-06-15,23:16,Linha 101,35,Ônibus convencional,Centro,Zona Sul,54,7.2
887,2023-09-01,16:44,Linha 101,31,Elétrico,Centro,Zona Sul,45,6.75
