ID da viagem,Data,Hora,Linha de ônibus,Número de passageiros,Tipo de veículo,Localização de partida,Localização de chegada,Tempo de viagem (minutos),Custo da viagem (R$)
585,2023-09-07,10:43,Linha 404,59,Micro-ônibus,Zona Oeste,Zona Sul,73,5.33
586,2023-05-31,06:43,Linha 404,59,Elétrico,Zona Sul,Zona Leste,28,5.78
587,2023-02-24,05:26,Linha 303,121,Ônibus convencional,Zona Leste,Zona Norte,79,5.46
588,2023-08-18,09:44,Linha 303,127,Ônibus convencional,Zona Norte,Centro,22,6.5
589,2023-04-19,10:00,Linha 505,149,Articulado,Zona Sul,Zona Leste,13,6.58
590,2023-09-21,13:57,Linha 101,47,Elétrico,Centro,Zona Oeste,13,7.27
591,2023-08-23,21:31,Linha 101,71,Ônibus convencional,Zona Norte,Zona Oeste,49,5.0
592,2023-08-31,20:01,Linha 303,150,Elétrico,Zona Leste,Zona Leste,75,5.45
593,2023-03-23,22:18,Linha 303,120,Elétrico,Zona Oeste,Zona Leste,80,5.0
594,2023-04-10,16:13,Linha 202,145,Ônibus convencional,Zona Oeste,Zona Oeste,38,3.6
595,2023-03-30,05:05,Linha 303,72,Micro-ônibus,Zona Sul,Zona Leste,64,4.59
596,2023-05-01,05:30,Linha 202,28,Micro-ônibus,Zona Norte,Zona Sul,81,5.66
597,2023-09-05,22:33,Linha 303,104,Elétrico,Centro,Zona Leste,27,7.11
598,2023-12-29,08:06,Linha 303,150,Elétrico,Zona Leste,Zona Leste,90,6.32
599,2023-06-15,21:12,Linha 404,82,Articulado,Centro,Zona Sul,70,7.38
600,2023-10-25,20:12,Linha 202,134,Ônibus convencional,Zona Leste,Zona Norte,23,3.79
601,2023-10-08,13:22,Linha 202,148,Ônibus convencional,Zona Sul,Zona Leste,45,4.53
602,2023-01-19,18:02,Linha 202,139,Ônibus convencional,Zona Sul,Zona Norte,34,4.57
603,2023-10-14,18:59,Linha 101,103,Articulado,Zona Sul,Zona Oeste,78,6.43
604,2023-01-04,07:54,Linha 202,138,Articulado,Zona Oeste,Zona Leste,13,5.23
605,2023-03-20,14:38,Linha 404,73,Ônibus convencional,Zona Sul,Centro,13,7.31
606,2023-08-04,08:08,Linha 202,14,Articulado,Zona Oeste,Zona Oeste,63,4.97
607,2023-02-16,15:28,Linha 101,46,Ônibus convencional,Zona Norte,Centro,70,4.39
608,2023-08-03,10:28,Linha 505,29,Ônibus convencional,Zona Oeste,Centro,52,5.1
609,2023-12-28,17:59,Linha 202,94,Micro-ônibus,Zona Norte,Zona Leste,85,5.0
610,2023-10-13,17:08,Linha 404,55,Micro-ônibus,Zona Oeste,Zona Sul,31,5.6
611,2023-05-27,22:11,Linha 101,10,Articulado,Zona Norte,Zona Leste,74,3.62
612,2023-09-21,14:27,Linha 505,67,Elétrico,Centro,Zona Sul,83,6.49
613,2023-10-27,08:04,Linha 404,69,Micro-ônibus,Zona Sul,Zona Leste,82,4.06
614,2023-02-22,18:59,Linha 101,57,Ônibus convencional,Zona Norte,Zona Oeste,65,6.38
615,2023-09-10,21:15,Linha 404,60,Ônibus convencional,Zona Norte,Zona Norte,77,5.54
616,2023-03-25,22:49,Linha 505,65,Ônibus convencional,Zona Oeste,Zona Leste,15,6.1
617,2023-10-19,12:18,Linha 303,14,Micro-ônibus,Centro,Zona Norte,83,6.83
618,2023-03-03,07:28,Linha 303,70,Elétrico,Zona Sul,Zona Leste,42,6.06
619,2023-01-13,10:17,Linha 505,142,Ônibus convencional,Zona Sul,Zona Norte,17,7.13
620,2023-11-28,06:33,Linha 202,80,Micro-ônibus,Zona Sul,Centro,83,3.93
621,2023-10-21,07:49,Linha 101,62,Ônibus convencional,Zona Leste,Zona Oeste,58,4.04
622,2023-03-24,20:05,Linha 303,14,Micro-ônibus,Centro,Zona Oeste,25,5.46
623,2023-08-25,15:03,Linha 404,34,Ônibus convencional,Zona Leste,Zona Sul,18,6.01
624,2023-08-06,18:45,Linha 404,30,Micro-ônibus,Zona Sul,Zona Norte,82,6.77
625,2023-06-15,12:29,Linha 404,17,Ônibus convencional,Centro,Zona Sul,56,4.8
626,2023-12-29,21:28,Linha 202,46,Articulado,Centro,Zona Norte,10,7.25
627,2023-07-12,11:27,Linha 505,55,Elétrico,Zona Oeste,Centro,21,6.09
628,2023-11-22,11:17,Linha 303,145,Ônibus convencional,Zona Oeste,Zona Leste,25,4.59
629,2023-12-14,12:09,Linha 505,107,Ônibus convencional,Zona Leste,Zona Sul,19,7.42
630,2023-04-02,05:07,Linha 303,149,Micro-ônibus,Zona Leste,Zona Sul,57,5.29
631,2023-08-21,10:44,Linha 101,132,Articulado,Zona Sul,Zona Sul,61,6.27
632,2023-04-27,17:24,Linha 202,37,Elétrico,Centro,Zona Leste,85,4.42
633,2023-04-02,11:07,Linha 303,114,Elétrico,Zona Leste,Centro,17,5.52
634,2023-03-13,08:51,Linha 202,88,Ônibus convencional,Centro,Zona Leste,83,4.27
635,2023-12-25,19:34,Linha 101,131,Micro-ônibus,Zona Sul,Zona Sul,25,4.68
636,2023-03-23,11:13,Linha 303,11,Elétrico,Zona Oeste,Zona Leste,18,7.36
637,2023-05-12,19:04,Linha 404,40,Ônibus convencional,Centro,Zona Leste,32,4.43
638,2023-10-08,08:10,Linha 101,56,Micro-ônibus,Zona Sul,Zona Sul,70,3.71
639,2023-07-26,08:28,Linha 505,11,Articulado,Centro,Zona Sul,11,4.58
640,2023-05-27,21:42,Linha 101,66,Elétrico,Zona Sul,Zona Norte,37,3.94
641,2023-12-21,18:43,Linha 101,99,Articulado,Zona Oeste,Zona Oeste,25,7.02
642,2023-10-10,16:15,Linha 303,141,Micro-ônibus,Centro,Zona Leste,73,4.06
643,2023-11-13,12:53,Linha 303,72,Micro-ônibus,Zona Norte,Zona Norte,25,5.35
644,2023-12-03,19:25,Linha 505,139,Micro-ônibus,Zona Norte,Centro,86,6.16
645,2023-11-19,10:34,Linha 202,86,Micro-ônibus,Zona Norte,Zona Leste,57,6.67
646,2023-11-29,10:09,Linha 202,80,Articulado,Zona Sul,Zona Leste,79,6.52
647,2023-07-09,21:00,Linha 303,125,Elétrico,Zona Norte,Zona Sul,72,4.75
648,2023-10-07,22:04,Linha 303,34,Micro-ônibus,Centro,Zona Sul,36,5.92
649,2023-10-01,14:45,Linha 404,76,Micro-ônibus,Zona Leste,Zona Norte,52,6.38
650,2023-11-23,10:37,Linha 202,15,Articulado,Centro,Zona Sul,34,6.94
651,2023-02-25,18:03,Linha 404,96,Elétrico,Zona Oeste,Centro,50,6.49
652,2023-05-06,05:00,Linha 101,146,Articulado,Zona Norte,Centro,15,6.31
653,2023-09-24,15:13,Linha 404,84,Micro-ônibus,Zona Oeste,Zona Leste,20,3.64
654,2023-12-27,05:46,Linha 505,48,Micro-ônibus,Zona Leste,Zona Leste,26,4.78
655,2023-08-10,12:08,Linha 202,37,Elétrico,Zona Norte,Zona Norte,90,3.63
656,2023-06-30,21:48,Linha 101,109,Articulado,Zona Oeste,Zona Sul,11,6.04
657,2023-09-26,13:34,Linha 101,39,Ônibus convencional,Zona Norte,Zona Leste,32,6.08
658,2023-09-07,21:01,Linha 202,14,Micro-ônibus,Zona Oeste,Zona Norte,73,5.71
659,2023-06-01,21:41,Linha 101,150,Ônibus convencional,Zona Oeste,Zona Norte,12,6.0
660,2023-03-01,08:04,Linha 101,53,Micro-ônibus,Centro,Zona Leste,76,3.54
661,2023-04-30,20:44,Linha 303,75,Elétrico,Zona Norte,Zona Sul,29,7.08
662,2023-12-03,22:08,Linha 202,75,Ônibus convencional,Zona Norte,Zona Leste,22,5.89
663,2023-10-06,06:06,Linha 303,43,Articulado,Zona Leste,Centro,69,4.42
664,2023-08-03,18:44,Linha 505,123,Elétrico,Zona Oeste,Centro,35,3.59
665,2023-06-13,06:14,Linha 101,43,Micro-ônibus,Zona Norte,Zona Leste,44,5.17
666,2023-06-25,11:52,Linha 202,115,Micro-ônibus,Zona Sul,Zona Leste,72,7.13
667,2023-12-03,11:17,Linha 101,121,Micro-ônibus,Centro,Zona Sul,86,3.8
668,2023-06-15,20:18,Linha 404,79,Articulado,Zona Sul,Zona Leste,27,7.4
669,2023-09-24,15:18,Linha 404,124,Articulado,Zona Sul,Centro,74,4.51
670,2023-10-13,16:39,Linha 101,40,Articulado,Centro,Zona Sul,54,3.56
671,2023-10-03,17:18,Linha 202,46,Ônibus convencional,Zona Norte,Zona Oeste,19,4.13
672,2023-04-22,12:36,Linha 101,22,Micro-ônibus,Zona Oeste,Centro,31,6.51
673,2023-03-14,13:48,Linha 101,135,Elétrico,Zona Norte,Zona Sul,67,6.81
674,2023-07-14,22:28,Linha 404,70,Ônibus convencional,Zona Sul,Zona Norte,82,4.2
675,2023-04-23,21:40,Linha 202,100,Elétrico,Zona Leste,Centro,45,6.89
676,2023-06-19,05:25,Linha 303,124,Ônibus convencional,Centro,Zona Sul,20,5.86
677,2023-02-10,16:46,Linha 404,36,Articulado,Centro,Zona Leste,25,6.08
678,2023-10-28,08:30,Linha 101,64,Ônibus convencional,Zona Sul,Zona Sul,79,5.8
679,2023-10-08,16:42,Linha 202,112,Articulado,Zona Leste,Zona Sul,51,6.46
680,2023-01-07,15:21,Linha 202,18,Articulado,Zona Sul,Zona Oeste,19,5.93
681,2023-09-06,22:59,Linha 202,68,Elétrico,Zona Sul,Zona Leste,80,4.17
682,2023-07-02,19:48,Linha 202,65,Articulado,Zona Leste,Zona Oeste,27,5.68
683,2023-05-06,07:06,Linha 404,23,Elétrico,Zona Norte,Zona Sul,57,7.12
684,2023-04-18,11:30,Linha 404,40,Elétrico,Zona Leste,Zona Norte,74,6.96
685,2023-01-18,16:57,Linha 303,122,Elétrico,Centro,Zona Sul,40,5.74
686,2023-08-03,14:38,Linha 202,148,Elétrico,Zona Leste,Zona Leste,85,4.22
687,2023-12-25,05:42,Linha 303,93,Micro-ônibus,Zona Norte,Zona Sul,78,4.92
688,2023-08-28,05:57,Linha 202,55,Articulado,Zona Sul,Zona Leste,24,5.88
689,2023-05-27,07:50,Linha 505,108,Articulado,Zona Norte,Centro,33,4.56
690,2023-01-29,09:05,Linha 202,142,Ônibus convencional,Centro,Zona Oeste,29,7.43
691,2023-07-24,17:30,Linha 505,108,Ônibus convencional,Zona Sul,Zona Sul,14,3.9
692,2023-07-09,12:34,Linha 303,101,Ônibus convencional,Zona Norte,Zona Norte,68,4.19
693,2023-04-11,18:27,Linha 202,125,Ônibus convencional,Centro,Zona Sul,80,5.08
694,2023-05-14,10:26,Linha 404,18,Articulado,Zona Leste,Zona Leste,44,7.5
695,2023-11-13,13:16,Linha 202,117,Micro-ônibus,Centro,Zona Oeste,48,6.12
696,2023-08-22,13:48,Linha 505,102,Articulado,Centro,Zona Norte,19,4.48
697,2023-10-20,05:36,Linha 505,136,Ônibus convencional,Zona Leste,Zona Oeste,48,4.89
698,2023-06-12,19:45,Linha 404,49,Elétrico,Zona Sul,Centro,67,4.32
699,2023-01-18,07:51,Linha 404,105,Micro-ônibus,Zona Sul,Zona Oeste,85,5.72
700,2023-10-12,14:32,Linha 303,72,Articulado,Centro,Zona Sul,72,3.73
701,2023-03-12,19:54,Linha 404,81,Articulado,Zona Sul,Zona Norte,18,6.14
702,2023-09-15,06:26,Linha 202,135,Micro-ônibus,Centro,Zona Sul,80,6.24
703,2023-02-23,12:41,Linha 303,57,Articulado,Zona Norte,Zona Leste,52,6.34
704,2023-02-06,21:23,Linha 505,42,Micro-ônibus,Zona Oeste,Zona Leste,70,4.68
705,2023-06-16,08:58,Linha 303,107,Ônibus convencional,Zona Oeste,Zona Norte,16,6.05
706,2023-09-11,13:08,Linha 303,69,Ônibus convencional,Zona Oeste,Zona Sul,44,6.25
707,2023-02-22,19:12,Linha 404,124,Articulado,Zona Oeste,Zona Oeste,73,3.71
708,2023-11-06,16:07,Linha 101,96,Articulado,Zona Norte,Zona Oeste,81,5.31
709,2023-02-08,20:02,Linha 505,57,Elétrico,Zona Oeste,Centro,80,4.25
710,2023-01-16,11:07,Linha 505,91,Ônibus convencional,Zona Norte,Centro,24,5.09
711,2023-02-04,17:14,Linha 404,145,Ônibus convencional,Zona Sul,Centro,13,7.11
712,2023-09-10,09:37,Linha 505,15,Micro-ônibus,Zona Leste,Zona Leste,75,6.1
713,2023-01-15,06:24,Linha 303,81,Elétrico,Zona Oeste,Zona Leste,35,4.29
714,2023-06-06,16:59,Linha 101,115,Ônibus convencional,Zona Sul,Zona Norte,59,6.2
715,2023-01-10,20:00,Linha 202,89,Micro-ônibus,Zona Sul,Centro,61,4.96
716,2023-09-18,05:18,Linha 303,147,Elétrico,Zona Sul,Zona Sul,45,5.0
717,2023-03-06,09:37,Linha 303,42,Ônibus convencional,Zona Sul,Centro,13,4.13
718,2023-02-26,19:34,Linha 303,43,Elétrico,Zona Norte,Zona Norte,53,4.0
719,2023-12-23,17:37,Linha 505,59,Micro-ônibus,Zona Leste,Centro,68,5.5
720,2023-08-03,05:39,Linha 202,39,Elétrico,Zona Oeste,Zona Leste,45,3.55
721,2023-06-05,13:30,Linha 303,31,Ônibus convencional,Centro,Zona Norte,67,5.8
722,2023-04-16,15:06,Linha 303,127,Ônibus convencional,Centro,Zona Norte,32,4.89
723,2023-04-12,19:13,Linha 202,88,Articulado,Centro,Zona Oeste,75,5.64
724,2023-11-17,06:31,Linha 202,88,Articulado,Zona Norte,Zona Oeste,58,3.99
725,2023-11-27,22:58,Linha 202,95,Ônibus convencional,Zona Oeste,Centro,71,7.34
726,2023-10-20,08:18,Linha 202,59,Articulado,Zona Leste,Zona Oeste,57,4.72
727,2023-11-08,08:37,Linha 404,67,Elétrico,Centro,Zona Norte,13,4.22
728,2023-06-03,08:03,Linha 404,132,Ônibus convencional,Zona Leste,Zona Norte,67,4.48
729,2023-05-27,08:20,Linha 404,142,Articulado,Centro,Zona Oeste,23,5.04
730,2023-11-08,09:00,Linha 303,36,Micro-ônibus,Zona Oeste,Zona Oeste,39,6.02
731,2023-06-24,11:59,Linha 303,131,Articulado,Centro,Zona Leste,38,6.67
732,2023-11-22,15:25,Linha 101,122,Micro-ônibus,Zona Norte,Zona Leste,46,3.91
733,2023-01-24,05:23,Linha 202,28,Articulado,Zona Leste,Zona Oeste,52,4.05
734,2023-09-17,07:15,Linha 505,125,Ônibus convencional,Zona Leste,Zona Oeste,14,5.8
735,2023-08-31,12:49,Linha 202,94,Elétrico,Zona Norte,Centro,80,6.09
736,2023-09-07,06:00,Linha 505,68,Articulado,Centro,Centro,50,4.99
737,2023-08-12,15:09,Linha 101,38,Micro-ônibus,Zona Sul,Centro,11,6.87
738,2023-03-14,08:27,Linha 404,108,Ônibus convencional,Zona Oeste,Centro,39,5.06
739,2023-05-02,22:20,Linha 303,37,Elétrico,Zona Norte,Zona Sul,13,4.16
740,2023-10-11,10:01,Linha 202,78,Micro-ônibus,Zona Sul,Centro,67,6.59
741,2023-04-18,09:54,Linha 505,120,Ônibus convencional,Centro,Zona Oeste,15,5.78
742,2023-03-21,16:57,Linha 101,117,Articulado,Zona Leste,Zona Oeste,43,7.37
743,2023-04-13,08:43,Linha 303,17,Micro-ônibus,Zona Leste,Zona Oeste,31,5.85
744,2023-10-30,18:17,Linha 101,114,Articulado,Zona Sul,Zona Oeste,49,6.54
745,2023-01-22,14:14,Linha 404,97,Micro-ônibus,Zona Norte,Zona Leste,57,7.19
746,2023-02-12,16:48,Linha 202,87,Elétrico,Zona Leste,Centro,24,5.25
747,2023-11-28,07:20,Linha 505,112,Articulado,Zona Leste,Zona Oeste,12,5.74
748,2023-08-03,19:09,Linha 303,41,Micro-ônibus,Zona Oeste,Centro,15,7.48
749,2023-11-02,10:40,Linha 404,11,Elétrico,Zona Norte,Zona Oeste,26,6.42
750,2023-05-09,05:48,Linha 505,6,Micro-ônibus,Zona Leste,Zona Norte,89,4.07
751,2023-01-11,11:19,Linha 505,89,Micro-ônibus,Zona Leste,Zona Leste,34,7.27
752,2023-08-25,07:13,Linha 303,99,Articulado,Centro,Zona Oeste,56,6.95
753,2023-10-05,10:07,Linha 303,81,Ônibus convencional,Zona Leste,Zona Sul,60,7.09
754,2023-08-09,07:38,Linha 101,119,Ônibus convencional,Zona Leste,Zona Sul,31,5.77
755,2023-11-29,14:08,Linha 101,35,Micro-ônibus,Zona Sul,Zona Norte,24,3.85
756,2023-11-25,08:27,Linha 202,31,Micro-ônibus,Zona Leste,Zona Leste,49,5.82
757,2023-07-30,08:04,Linha 303,132,Elétrico,Zona Oeste,Zona Sul,78,3.65
758,2023-12-21,08:57,Linha 303,8,Elétrico,Centro,Zona Norte,76,6.37
759,2023-06-27,14:41,Linha 101,59,Articulado,Centro,Zona Leste,71,3.5
760,2023-11-12,18:17,Linha 303,150,Articulado,Centro,Zona Oeste,44,4.69
761,2023-09-23,09:11,Linha 202,51,Articulado,Zona Norte,Zona Sul,44,6.79
762,2023-07-30,13:16,Linha 202,95,Elétrico,Zona Leste,Zona Sul,75,6.61
763,2023-06-14,06:35,Linha 505,84,Articulado,Zona Oeste,Zona Sul,90,7.05
764,2023-05-22,08:13,Linha 404,117,Ônibus convencional,Zona Norte,Zona Sul,71,6.1
765,2023-03-07,05:30,Linha 404,91,Ônibus convencional,Zona Norte,Centro,45,6.49
766,2023-12-24,20:44,Linha 303,143,Micro-ônibus,Zona Oeste,Zona Oeste,40,5.85
767,2023-02-09,10:22,Linha 202,119,Articulado,Centro,Zona Oeste,51,6.35
768,2023-01-03,19:44,Linha 202,30,Elétrico,Zona Oeste,Zona Norte,21,3.98
769,2023-03-04,19:00,Linha 101,145,Ônibus convencional,Zona Leste,Zona Norte,41,6.12
770,2023-04-24,18:02,Linha 101,105,Micro-ônibus,Zona Leste,Centro,61,7.43
771,2023-04-17,22:39,Linha 505,92,Ônibus convencional,Zona Oeste,Centro,43,5.0
772,2023-01-04,14:37,Linha 303,148,Ônibus convencional,Zona Sul,Zona Norte,67,4.61
773,2023-03-03,15:39,Linha 101,114,Articulado,Zona Oeste,Zona Oeste,77,4.84
774,2023-08-18,13:34,Linha 101,111,Elétrico,Zona Sul,Zona Norte,21,4.91
775,2023-03-01,20:40,Linha 101,26,Articulado,Zona Leste,Zona Oeste,42,5.57
776,2023-12-11,22:54,Linha 202,72,Elétrico,Zona Leste,Zona Leste,71,5.61
777,2023-07-14,12:21,Linha 202,9,Micro-ônibus,Zona Sul,Zona Sul,23,6.58
778,2023-10-30,13:22,Linha 101,100,Elétrico,Centro,Zona Oeste,49,5.73
779,2023-04-28,22:23,Linha 101,103,Ônibus convencional,Zona Oeste,Zona Norte,42,4.89
780,2023-05-12,13:56,Linha 505,39,Articulado,Centro,Centro,16,5.72
781,2023-11-05,09:55,Linha 303,6,Micro-ônibus,Zona Norte,Zona Norte,61,6.39
782,2023-09-24,12:50,Linha 101,143,Micro-ônibus,Zona Norte,Zona Oeste,22,6.33
783,2023-04-20,08:06,Linha 404,99,Elétrico,Zona Oeste,Zona Oeste,62,5.14
784,2023-06-19,09:01,Linha 505,15,Elétrico,Zona Sul,Zona Oeste,68,4.51
785,2023-03-05,08:38,Linha 505,58,Micro-ônibus,Zona Sul,Zona Sul,35,5.57
786,2023-06-16,09:12,Linha 404,88,Ônibus convencional,Zona Norte,Zona Sul,14,5.47
787,2023-02-07,15:31,Linha 505,93,Elétrico,Zona Oeste,Zona Oeste,19,6.73
788,2023-08-12,10:05,Linha 101,138,Ônibus convencional,Zona Leste,Zona Leste,40,3.67
789,2023-10-20,11:26,Linha 202,73,Articulado,Zona Norte,Centro,29,4.62
790,2023-08-25,07:29,Linha 202,42,Micro-ônibus,Zona Leste,Zona Oeste,21,4.67
791,2023-04-05,13:29,Linha 505,137,Elétrico,Zona Norte,Zona Norte,27,4.09
792,2023-07-28,14:49,Linha 202,28,Articulado,Zona Oeste,Zona Oeste,84,5.96
793,2023-06-20,21:46,Linha 101,9,Articulado,Centro,Zona Leste,55,4.71
794,2023-03-13,13:02,Linha 202,123,Articulado,Centro,Zona Sul,43,6.33
795,2023-03-22,12:51,Linha 202,68,Ônibus convencional,Zona Norte,Centro,41,6.56
796,2023-05-02,14:49,Linha 202,76,Micro-ônibus,Zona Sul,Centro,61,7.48
797,2023-06-26,07:43,Linha 505,63,Elétrico,Zona Oeste,Zona Oeste,62,5.77
798,2023-04-02,15:26,Linha 303,49,Articulado,Centro,Zona Leste,28,4.67
799,2023-08-11,12:34,Linha 303,73,Articulado,Zona Leste,Zona Leste,59,4.0
800,2023-01-12,22:12,Linha 303,113,Articulado,Zona Norte,Zona Leste,43,6.34
801,2023-09-17,22:21,Linha 303,128,Elétrico,Zona Sul,Zona Norte,53,4.28
802,2023-05-23,06:31,Linha 303,20,Micro-ônibus,Zona Norte,Centro,16,7.27
803,2023-03-10,22:33,Linha 303,143,Articulado,Zona Oeste,Zona Norte,45,6.34
804,2023-07-05,11:17,Linha 303,109,Articulado,Zona Norte,Zona Sul,63,7.48
805,2023-11-17,17:45,Linha 202,130,Articulado,Zona Leste,Zona Leste,42,5.81
806,2023-07-04,20:55,Linha 101,77,Elétrico,Zona Oeste,Centro,13,4.49
807,2023-04-09,17:17,Linha 202,126,Micro-ônibus,Zona Leste,Centro,10,3.8
808,2023-01-18,08:32,Linha 404,125,Ônibus convencional,Zona Leste,Zona Oeste,27,5.87
809,2023-03-24,15:49,Linha 101,124,Articulado,Centro,Zona Norte,52,7.34
810,2023-10-31,17:42,Linha 303,94,Micro-ônibus,Zona Sul,Zona Norte,46,5.57
811,2023-01-10,20:49,Linha 404,78,Ônibus convencional,Zona Norte,Zona Norte,16,5.2
812,2023-03-26,16:17,Linha 101,52,Ônibus convencional,Zona Oeste,Zona Sul,30,4.22
813,2023-02-24,19:58,Linha 505,16,Ônibus convencional,Zona Oeste,Zona Sul,86,5.81
814,2023-11-27,13:32,Linha 101,142,Articulado,Zona Sul,Zona Leste,50,6.81
815,2023-08-29,13:43,Linha 202,58,Elétrico,Zona Leste,Zona Leste,70,6.34
816,2023-06-23,15:15,Linha 303,133,Micro-ônibus,Zona Sul,Zona Leste,79,3.56
817,2023-02-22,22:16,Linha 505,14,Articulado,Zona Oeste,Zona Leste,48,3.99
818,2023-03-07,15:13,Linha 505,143,Ônibus convencional,Zona Sul,Zona Leste,31,6.41
819,2023-03-11,13:58,Linha 404,23,Ônibus convencional,Zona Norte,Centro,52,6.54
820,2023-04-29,21:32,Linha 404,68,Elétrico,Zona Sul,Zona Norte,90,4.51
821,2023-11-23,05:56,Linha 505,34,Articulado,Zona Leste,Zona Sul,73,4.95
822,2023-04-27,08:09,Linha 202,148,Micro-ônibus,Zona Oeste,Centro,40,7.18
823,2023-06-14,18:15,Linha 202,61,Ônibus convencional,Centro,Zona Norte,43,7.27
824,2023-01-08,15:23,Linha 202,91,Articulado,Centro,Zona Norte,57,5.89
825,2023-12-01,10:01,Linha 505,105,Ônibus convencional,Zona Leste,Zona Oeste,29,5.24
826,2023-03-20,18:05,Linha 404,93,Articulado,Zona Norte,Zona Oeste,90,4.26
827,2023-12-15,19:50,Linha 202,18,Elétrico,Zona Sul,Zona Oeste,27,3.78
828,2023-06-16,20:11,Linha 505,51,Micro-ônibus,Zona Leste,Zona Leste,16,5.35
829,2023-10-21,12:41,Linha 404,67,Articulado,Zona Leste,Zona Leste,17,4.3
830,2023-08-03,05:36,Linha 303,74,Micro-ônibus,Zona Leste,Zona Leste,34,4.33
831,2023-05-24,05:59,Linha 303,72,Elétrico,Zona Oeste,Centro,41,5.73
832,2023-02-10,10:55,Linha 404,108,Micro-ônibus,Zona Leste,Zona Norte,16,3.78
833,2023-06-21,05:15,Linha 101,84,Elétrico,Zona Sul,Zona Norte,76,3.8
834,2023-11-19,18:31,Linha 101,28,Elétrico,Zona Norte,Zona Leste,88,6.91
835,2023-02-08,06:15,Linha 101,109,Ônibus convencional,Zona Sul,Centro,10,5.31
836,2023-08-09,16:58,Linha 202,88,Ônibus convencional,Zona Oeste,Zona Sul,29,6.04
837,2023-01-16,17:01,Linha 101,129,Elétrico,Zona Leste,Zona Oeste,60,7.35
838,2023-06-21,07:23,Linha 404,110,Ônibus convencional,Zona Norte,Zona Sul,90,3.82
839,2023-10-01,17:36,Linha 101,27,Articulado,Zona Sul,Zona Oeste,76,4.4
840,2023-03-29,11:57,Linha 505,120,Elétrico,Zona Leste,Zona Oeste,10,3.7
841,2023-03-14,06:27,Linha 404,75,Elétrico,Zona Leste,Zona Leste,79,5.47
842,2023-03-17,14:50,Linha 101,139,Articulado,Zona Norte,Zona Leste,16,6.58
843,2023-01-01,05:16,Linha 404,140,Micro-ônibus,Zona Leste,Zona Oeste,45,6.2
844,2023-10-07,17:29,Linha 303,67,Micro-ônibus,Zona Leste,Centro,52,4.82
845,2023-12-14,22:32,Linha 404,6,Micro-ônibus,Zona Norte,Zona Oeste,22,4.97
846,2023-01-12,11:14,Linha 404,92,Articulado,Zona Norte,Zona Sul,23,4.43
847,2023-05-31,16:04,Linha 404,47,Articulado,Zona Sul,Centro,34,7.34
848,2023-07-30,07:55,Linha 303,116,Elétrico,Zona Sul,Zona Sul,31,5.87
849,2023-06-08,19:17,Linha 505,72,Articulado,Zona Oeste,Zona Sul,87,6.48
850,2023-11-25,22:25,Linha 101,107,Elétrico,Zona Oeste,Zona Leste,71,5.66
851,2023-04-07,17:57,Linha 101,30,Ônibus convencional,Zona Norte,Zona Oeste,42,6.81
852,2023-03-28,09:51,Linha 505,44,Micro-ônibus,Zona Leste,Zona Leste,45,4.26
853,2023-07-22,15:39,Linha 202,81,Ônibus convencional,Zona Norte,Centro,55,4.77
854,2023-09-16,10:33,Linha 101,58,Micro-ônibus,Zona Oeste,Zona Oeste,58,5.54
855,2023-04-23,06:53,Linha 202,103,Elétrico,Centro,Zona Sul,57,3.77
856,2023-03-05,15:23,Linha 404,8,Ônibus convencional,Centro,Zona Norte,27,5.48
857,2023-07-29,11:58,Linha 202,12,Micro-ônibus,Zona Sul,Centro,40,6.56
858,2023-10-26,18:06,Linha 505,101,Elétrico,Zona Norte,Zona Norte,76,6.42
859,2023-06-06,07:50,Linha 202,38,Elétrico,Zona Leste,Zona Norte,13,4.78
860,2023-05-11,18:56,Linha 303,10,Elétrico,Zona Leste,Zona Leste,57,6.43
861,2023-09-21,12:47,Linha 505,136,Micro-ônibus,Zona Sul,Zona Norte,75,4.99
862,2023-01-24,09:54,Linha 303,12,Articulado,Zona Leste,Zona Sul,40,5.15
863,2023-11-30,08:04,Linha 202,66,Elétrico,Zona Sul,Zona Leste,10,4.38
864,2023-04-01,11:45,Linha 505,132,Articulado,Zona Sul,Zona Sul,65,5.55
865,2023-03-21,17:23,Linha 505,109,Articulado,Zona Leste,Zona Leste,16,6.75
866,2023-07-11,15:29,Linha 101,74,Ônibus convencional,Zona Leste,Centro,24,5.51
867,2023-04-29,15:08,Linha 202,88,Elétrico,Zona Leste,Centro,66,5.68
868,2023-01-16,11:55,Linha 505,48,Ônibus convencional,Centro,Zona Norte,74,5.97
869,2023-02-11,05:47,Linha 202,135,Micro-ônibus,Zona Sul,Zona Oeste,37,6.79
870,2023-03-25,08:50,Linha 202,47,Articulado,Zona Oeste,Zona Norte,40,3.93
871,2023-05-20,08:58,Linha 101,18,Elétrico,Centro,Zona Sul,70,3.61
872,2023-09-21,08:52,Linha 505,103,Ônibus convencional,Zona Oeste,Centro,88,4.53
873,2023-07-09,08:21,Linha 505,37,Micro-ônibus,Centro,Zona Sul,49,3.77
874,2023-04-24,19:55,Linha 303,83,Articulado,Zona Sul,Zona Leste,15,4.56
875,2023-07-06,11:56,Linha 101,25,Micro-ônibus,Centro,Zona Oeste,81,3.74
876,2023-07-07,11:37,Linha 202,30,Ônibus convencional,Zona Sul,Zona Leste,17,7.26
